"age","workclass","educatoin","education_num","marital_status","occupation","race","sex","hours_per_week","income"
61,"Private","HS-grad",9,"Married","White-Collar","White","Male",40,">50K"
28,"Private","HS-grad",9,"Married","Blue-Collar","White","Male",40,"<=50K"
47,"Private","HS-grad",9,"Divorced","Blue-Collar","White","Female",60,"<=50K"
21,"Self-Employed","7th-8th",4,"Single","Blue-Collar","White","Male",40,"<=50K"
39,"Private","Some-college",10,"Single","Blue-Collar","White","Male",40,"<=50K"
39,"Private","11th",7,"Divorced","Blue-Collar","White","Male",46,"<=50K"
34,"Private","Some-college",10,"Married","Blue-Collar","Black","Male",40,"<=50K"
57,"Other/Unknown","9th",5,"Divorced","Other/Unknown","White","Male",40,"<=50K"
27,"Private","Bachelors",13,"Divorced","Blue-Collar","Black","Male",40,"<=50K"
21,"Government","Some-college",10,"Single","Service","Black","Female",12,"<=50K"
25,"Private","5th-6th",3,"Single","Blue-Collar","White","Male",40,"<=50K"
51,"Self-Employed","Some-college",10,"Married","Sales","White","Male",50,">50K"
35,"Private","Bachelors",13,"Single","Sales","Black","Female",40,"<=50K"
19,"Private","Some-college",10,"Single","Service","White","Male",12,"<=50K"
27,"Private","Bachelors",13,"Married","White-Collar","White","Male",55,">50K"
34,"Private","Some-college",10,"Single","Sales","Black","Female",35,"<=50K"
33,"Other/Unknown","HS-grad",9,"Divorced","Other/Unknown","White","Female",32,"<=50K"
36,"Private","HS-grad",9,"Divorced","Blue-Collar","White","Male",40,"<=50K"
33,"Self-Employed","Bachelors",13,"Married","Blue-Collar","White","Male",35,"<=50K"
60,"Self-Employed","Bachelors",13,"Married","Blue-Collar","White","Male",40,"<=50K"
42,"Private","Some-college",10,"Married","White-Collar","White","Male",50,">50K"
47,"Government","HS-grad",9,"Married","Professional","Black","Female",40,"<=50K"
42,"Private","HS-grad",9,"Divorced","Blue-Collar","White","Male",75,">50K"
34,"Private","Some-college",10,"Married","White-Collar","White","Male",65,">50K"
21,"Private","HS-grad",9,"Single","Service","White","Female",32,"<=50K"
30,"Private","Masters",14,"Married","Service","White","Male",15,">50K"
53,"Private","Masters",14,"Married","White-Collar","White","Female",50,">50K"
34,"Private","HS-grad",9,"Married","Blue-Collar","White","Male",40,"<=50K"
37,"Private","Bachelors",13,"Married","Blue-Collar","White","Male",40,"<=50K"
27,"Private","HS-grad",9,"Single","White-Collar","Black","Female",40,"<=50K"
31,"Private","Bachelors",13,"Single","Sales","White","Male",40,"<=50K"
30,"Private","Some-college",10,"Married","White-Collar","White","Female",40,"<=50K"
33,"Private","HS-grad",9,"Divorced","Blue-Collar","White","Male",45,"<=50K"
41,"Government","Some-college",10,"Married","White-Collar","White","Male",40,"<=50K"
23,"Government","Some-college",10,"Married","Professional","White","Male",30,"<=50K"
65,"Private","Some-college",10,"Married","White-Collar","White","Female",40,"<=50K"
30,"Private","HS-grad",9,"Single","Service","White","Female",40,"<=50K"
51,"Private","Assoc-voc",11,"Married","Service","White","Male",55,"<=50K"
30,"Government","Some-college",10,"Single","Blue-Collar","White","Male",40,"<=50K"
49,"Private","Masters",14,"Divorced","Sales","White","Male",45,">50K"
37,"Self-Employed","HS-grad",9,"Married","Professional","White","Male",30,"<=50K"
42,"Private","HS-grad",9,"Single","Blue-Collar","White","Male",40,"<=50K"
62,"Private","Assoc-voc",11,"Married","White-Collar","White","Female",45,">50K"
67,"Other/Unknown","HS-grad",9,"Widowed","Other/Unknown","White","Male",35,"<=50K"
31,"Private","Some-college",10,"Married","Blue-Collar","White","Male",40,">50K"
50,"Private","Bachelors",13,"Married","Service","White","Male",20,">50K"
33,"Private","Bachelors",13,"Married","White-Collar","Asian-Pac-Islander","Male",40,"<=50K"
27,"Private","Some-college",10,"Single","Blue-Collar","White","Male",40,"<=50K"
31,"Private","Assoc-voc",11,"Married","Blue-Collar","White","Male",40,">50K"
35,"Private","Some-college",10,"Single","Blue-Collar","Amer-Indian-Eskimo","Male",40,"<=50K"
55,"Private","Some-college",10,"Married","Blue-Collar","White","Male",6,">50K"
54,"Self-Employed","Bachelors",13,"Married","White-Collar","White","Female",35,">50K"
56,"Private","Bachelors",13,"Married","Service","White","Male",48,">50K"
21,"Private","Assoc-voc",11,"Single","White-Collar","White","Female",40,"<=50K"
66,"Private","7th-8th",4,"Widowed","Service","White","Female",20,"<=50K"
46,"Private","HS-grad",9,"Married","Blue-Collar","White","Male",50,"<=50K"
23,"Private","Bachelors",13,"Single","White-Collar","White","Female",38,"<=50K"
43,"Private","Masters",14,"Single","White-Collar","White","Female",45,"<=50K"
40,"Private","HS-grad",9,"Married","Blue-Collar","White","Male",55,"<=50K"
52,"Private","5th-6th",3,"Married","Blue-Collar","White","Male",40,"<=50K"
59,"Government","Bachelors",13,"Married","Professional","White","Male",50,">50K"
36,"Government","Assoc-voc",11,"Separated","White-Collar","Black","Female",40,"<=50K"
33,"Private","HS-grad",9,"Single","Blue-Collar","White","Male",40,"<=50K"
20,"Private","HS-grad",9,"Married","Sales","White","Male",40,"<=50K"
21,"Private","HS-grad",9,"Single","Blue-Collar","White","Male",35,"<=50K"
59,"Other/Unknown","10th",6,"Widowed","Other/Unknown","White","Female",40,"<=50K"
42,"Self-Employed","Masters",14,"Married","White-Collar","White","Male",50,">50K"
62,"Private","HS-grad",9,"Widowed","Sales","White","Female",43,"<=50K"
54,"Private","HS-grad",9,"Single","Sales","White","Male",40,"<=50K"
35,"Private","7th-8th",4,"Single","Blue-Collar","White","Female",30,"<=50K"
36,"Private","Assoc-acdm",12,"Single","Service","White","Female",40,"<=50K"
21,"Private","HS-grad",9,"Single","White-Collar","White","Female",45,"<=50K"
30,"Private","HS-grad",9,"Separated","Blue-Collar","White","Female",14,"<=50K"
46,"Private","Some-college",10,"Married","Blue-Collar","White","Male",40,">50K"
32,"Private","5th-6th",3,"Married","Blue-Collar","Asian-Pac-Islander","Female",40,">50K"
21,"Private","Some-college",10,"Single","Sales","White","Male",64,"<=50K"
39,"Private","HS-grad",9,"Single","White-Collar","White","Male",40,"<=50K"
54,"Private","HS-grad",9,"Married","White-Collar","White","Female",43,"<=50K"
32,"Private","Some-college",10,"Married","Blue-Collar","White","Male",40,"<=50K"
23,"Private","HS-grad",9,"Single","Blue-Collar","White","Male",40,"<=50K"
42,"Private","1st-4th",2,"Married","Blue-Collar","White","Male",40,"<=50K"
62,"Other/Unknown","10th",6,"Widowed","Other/Unknown","White","Female",30,"<=50K"
28,"Private","Some-college",10,"Single","Service","White","Male",35,"<=50K"
28,"Private","HS-grad",9,"Married","Blue-Collar","White","Male",40,"<=50K"
35,"Private","Assoc-acdm",12,"Married","Service","White","Male",40,"<=50K"
19,"Private","Some-college",10,"Single","White-Collar","White","Female",40,"<=50K"
27,"Private","HS-grad",9,"Single","Blue-Collar","Black","Male",35,"<=50K"
54,"Private","1st-4th",2,"Married","Blue-Collar","White","Male",50,"<=50K"
19,"Private","HS-grad",9,"Single","Sales","White","Female",35,"<=50K"
27,"Private","Some-college",10,"Single","Sales","White","Female",30,"<=50K"
30,"Private","HS-grad",9,"Single","Service","White","Male",50,"<=50K"
35,"Private","Assoc-acdm",12,"Single","White-Collar","White","Female",35,"<=50K"
66,"Other/Unknown","9th",5,"Married","Other/Unknown","White","Male",40,"<=50K"
19,"Government","Some-college",10,"Single","Professional","White","Female",20,"<=50K"
30,"Private","HS-grad",9,"Married","Blue-Collar","White","Male",40,">50K"
32,"Private","Bachelors",13,"Single","Service","White","Male",40,"<=50K"
31,"Private","Some-college",10,"Single","Sales","White","Female",40,"<=50K"
26,"Private","Assoc-voc",11,"Single","Sales","Black","Male",65,"<=50K"
44,"Private","Some-college",10,"Widowed","Sales","White","Female",25,"<=50K"
52,"Private","Bachelors",13,"Married","White-Collar","White","Male",50,">50K"
30,"Private","Some-college",10,"Married","Blue-Collar","White","Male",40,"<=50K"
32,"Self-Employed","HS-grad",9,"Single","Service","White","Female",60,"<=50K"
19,"Self-Employed","HS-grad",9,"Single","Blue-Collar","White","Male",40,"<=50K"
33,"Private","HS-grad",9,"Separated","Blue-Collar","White","Male",30,"<=50K"
20,"Private","Some-college",10,"Single","Blue-Collar","White","Male",40,"<=50K"
61,"Private","7th-8th",4,"Married","Blue-Collar","White","Male",40,"<=50K"
33,"Private","Some-college",10,"Single","Service","Black","Female",35,"<=50K"
24,"Private","Some-college",10,"Single","Sales","White","Female",35,"<=50K"
31,"Self-Employed","Bachelors",13,"Divorced","Blue-Collar","White","Male",60,"<=50K"
20,"Other/Unknown","HS-grad",9,"Single","Other/Unknown","White","Female",20,"<=50K"
32,"Private","Assoc-voc",11,"Divorced","White-Collar","White","Female",50,"<=50K"
29,"Private","Assoc-acdm",12,"Married","Service","White","Female",40,"<=50K"
61,"Private","10th",6,"Divorced","Service","White","Male",24,"<=50K"
48,"Private","HS-grad",9,"Married","Blue-Collar","White","Female",50,"<=50K"
29,"Government","Assoc-acdm",12,"Divorced","White-Collar","White","Female",40,"<=50K"
61,"Other/Unknown","12th",8,"Single","Other/Unknown","Black","Male",52,"<=50K"
34,"Private","Some-college",10,"Single","Blue-Collar","Black","Male",48,"<=50K"
22,"Private","Assoc-acdm",12,"Single","White-Collar","White","Female",15,"<=50K"
32,"Private","HS-grad",9,"Married","Blue-Collar","White","Male",40,"<=50K"
38,"Private","HS-grad",9,"Married","Blue-Collar","White","Male",40,"<=50K"
27,"Private","Some-college",10,"Divorced","Blue-Collar","White","Female",40,"<=50K"
26,"Private","HS-grad",9,"Single","Blue-Collar","Asian-Pac-Islander","Male",40,"<=50K"
35,"Private","HS-grad",9,"Single","White-Collar","White","Male",40,">50K"
62,"Private","HS-grad",9,"Divorced","White-Collar","White","Female",40,"<=50K"
28,"Private","HS-grad",9,"Single","Service","White","Female",40,"<=50K"
50,"Private","HS-grad",9,"Separated","Blue-Collar","Black","Male",40,"<=50K"
34,"Private","Bachelors",13,"Single","Sales","White","Male",50,">50K"
37,"Self-Employed","HS-grad",9,"Married","Blue-Collar","White","Male",40,"<=50K"
63,"Private","1st-4th",2,"Widowed","Blue-Collar","White","Female",44,"<=50K"
35,"Private","9th",5,"Single","Blue-Collar","Black","Male",40,"<=50K"
55,"Private","Bachelors",13,"Married","Sales","White","Male",40,">50K"
40,"Private","HS-grad",9,"Married","Sales","White","Female",40,">50K"
25,"Private","HS-grad",9,"Married","Sales","Other","Male",50,"<=50K"
51,"Private","Some-college",10,"Married","White-Collar","White","Male",40,"<=50K"
37,"Private","Bachelors",13,"Married","White-Collar","White","Male",40,">50K"
54,"Self-Employed","Bachelors",13,"Married","White-Collar","White","Male",55,">50K"
47,"Government","Some-college",10,"Married","Service","White","Male",40,">50K"
26,"Private","Bachelors",13,"Single","White-Collar","White","Female",40,"<=50K"
46,"Private","Assoc-voc",11,"Married","Blue-Collar","White","Male",40,"<=50K"
24,"Private","12th",8,"Single","Blue-Collar","White","Male",40,"<=50K"
19,"Private","7th-8th",4,"Single","White-Collar","White","Male",80,"<=50K"
35,"Private","HS-grad",9,"Married","Sales","White","Male",40,">50K"
36,"Government","Bachelors",13,"Single","Professional","Black","Male",35,"<=50K"
18,"Private","12th",8,"Single","Service","White","Female",20,"<=50K"
46,"Government","Masters",14,"Married","Professional","White","Male",40,">50K"
30,"Private","HS-grad",9,"Single","Service","Black","Female",32,"<=50K"
29,"Private","HS-grad",9,"Single","Service","Black","Female",40,"<=50K"
65,"Private","HS-grad",9,"Widowed","Service","Black","Female",20,"<=50K"
41,"Private","Masters",14,"Married","White-Collar","White","Female",40,">50K"
34,"Private","Bachelors",13,"Married","White-Collar","White","Male",40,"<=50K"
58,"Private","7th-8th",4,"Married","Blue-Collar","Black","Male",40,"<=50K"
39,"Government","HS-grad",9,"Single","Service","Black","Female",40,"<=50K"
21,"Private","Some-college",10,"Single","Service","White","Female",40,"<=50K"
31,"Private","HS-grad",9,"Married","Blue-Collar","White","Male",50,">50K"
33,"Government","Doctorate",16,"Married","Professional","White","Male",50,">50K"
28,"Private","Bachelors",13,"Married","White-Collar","White","Male",60,"<=50K"
32,"Private","HS-grad",9,"Single","White-Collar","Black","Female",35,"<=50K"
32,"Private","Bachelors",13,"Single","White-Collar","White","Male",55,">50K"
31,"Private","HS-grad",9,"Separated","Service","Black","Female",40,"<=50K"
41,"Self-Employed","Prof-school",15,"Married","White-Collar","White","Male",40,">50K"
48,"Private","Bachelors",13,"Married","Service","Asian-Pac-Islander","Male",45,">50K"
27,"Private","HS-grad",9,"Single","Blue-Collar","White","Male",40,"<=50K"
45,"Private","HS-grad",9,"Widowed","Blue-Collar","Black","Female",40,"<=50K"
34,"Self-Employed","HS-grad",9,"Married","White-Collar","White","Male",50,"<=50K"
17,"Private","10th",6,"Single","Sales","White","Female",10,"<=50K"
25,"Private","HS-grad",9,"Single","Blue-Collar","Black","Male",23,"<=50K"
34,"Self-Employed","Bachelors",13,"Single","Professional","White","Female",62,">50K"
33,"Private","HS-grad",9,"Divorced","Sales","White","Female",40,"<=50K"
21,"Private","Some-college",10,"Single","White-Collar","White","Female",20,"<=50K"
22,"Private","HS-grad",9,"Single","Blue-Collar","White","Male",50,"<=50K"
61,"Private","Some-college",10,"Married","Professional","White","Male",42,"<=50K"
40,"Private","HS-grad",9,"Married","White-Collar","White","Female",30,">50K"
58,"Private","Some-college",10,"Married","Sales","White","Male",12,"<=50K"
30,"Private","Some-college",10,"Married","Blue-Collar","White","Male",58,"<=50K"
24,"Private","HS-grad",9,"Single","Blue-Collar","White","Male",60,"<=50K"
52,"Self-Employed","12th",8,"Married","White-Collar","White","Male",50,">50K"
50,"Private","HS-grad",9,"Widowed","Sales","White","Female",40,"<=50K"
49,"Private","Some-college",10,"Married","Blue-Collar","Black","Male",30,"<=50K"
22,"Private","HS-grad",9,"Single","White-Collar","White","Female",40,"<=50K"
32,"Private","Bachelors",13,"Married","White-Collar","White","Female",35,">50K"
21,"Private","Some-college",10,"Single","White-Collar","White","Female",40,"<=50K"
25,"Private","Some-college",10,"Single","Blue-Collar","White","Female",50,"<=50K"
34,"Self-Employed","HS-grad",9,"Married","White-Collar","White","Male",45,"<=50K"
48,"Private","10th",6,"Married","White-Collar","White","Male",45,">50K"
61,"Other/Unknown","HS-grad",9,"Divorced","Other/Unknown","White","Female",99,"<=50K"
21,"Private","Some-college",10,"Single","White-Collar","Black","Female",40,"<=50K"
20,"Private","7th-8th",4,"Single","Blue-Collar","White","Female",52,"<=50K"
30,"Government","Some-college",10,"Married","White-Collar","White","Male",40,">50K"
44,"Private","HS-grad",9,"Married","Sales","White","Male",40,">50K"
44,"Private","HS-grad",9,"Single","Blue-Collar","Black","Male",60,"<=50K"
29,"Private","HS-grad",9,"Married","Blue-Collar","White","Male",60,"<=50K"
31,"Private","Prof-school",15,"Divorced","Service","White","Female",35,"<=50K"
35,"Private","HS-grad",9,"Married","Blue-Collar","White","Male",40,"<=50K"
27,"Private","HS-grad",9,"Single","White-Collar","White","Male",40,"<=50K"
26,"Private","Bachelors",13,"Single","White-Collar","White","Female",45,"<=50K"
37,"Self-Employed","9th",5,"Married","Blue-Collar","White","Male",70,">50K"
33,"Self-Employed","Bachelors",13,"Single","Blue-Collar","White","Male",40,"<=50K"
44,"Private","7th-8th",4,"Married","Service","White","Female",55,"<=50K"
34,"Private","Bachelors",13,"Married","White-Collar","White","Male",40,">50K"
28,"Government","Assoc-acdm",12,"Single","Blue-Collar","White","Male",5,"<=50K"
30,"Private","Some-college",10,"Married","Service","White","Female",45,"<=50K"
41,"Government","Bachelors",13,"Married","Professional","White","Male",35,"<=50K"
23,"Private","Bachelors",13,"Single","Service","White","Female",40,"<=50K"
19,"Private","HS-grad",9,"Single","Blue-Collar","White","Male",70,"<=50K"
48,"Private","1st-4th",2,"Married","Blue-Collar","White","Male",50,"<=50K"
26,"Government","Some-college",10,"Single","Service","White","Male",20,"<=50K"
32,"Private","Bachelors",13,"Married","Sales","Black","Male",40,">50K"
26,"Private","HS-grad",9,"Divorced","White-Collar","White","Female",48,"<=50K"
36,"Private","Masters",14,"Married","Professional","White","Male",55,">50K"
49,"Private","HS-grad",9,"Married","Blue-Collar","White","Male",40,"<=50K"
33,"Other/Unknown","HS-grad",9,"Divorced","Other/Unknown","Black","Male",40,"<=50K"
54,"Private","Masters",14,"Divorced","Service","White","Male",40,">50K"
36,"Private","HS-grad",9,"Divorced","Blue-Collar","White","Male",55,"<=50K"
41,"Private","HS-grad",9,"Divorced","Blue-Collar","White","Male",48,"<=50K"
27,"Private","Bachelors",13,"Single","Service","White","Male",35,"<=50K"
68,"Other/Unknown","Bachelors",13,"Married","Other/Unknown","White","Male",35,">50K"
21,"Other/Unknown","Some-college",10,"Single","Other/Unknown","White","Male",75,"<=50K"
56,"Other/Unknown","HS-grad",9,"Divorced","Other/Unknown","White","Male",40,"<=50K"
40,"Self-Employed","Assoc-voc",11,"Married","Blue-Collar","White","Male",60,"<=50K"
46,"Private","HS-grad",9,"Divorced","Blue-Collar","White","Male",40,"<=50K"
55,"Other/Unknown","9th",5,"Single","Other/Unknown","White","Female",45,"<=50K"
43,"Private","9th",5,"Divorced","Blue-Collar","Black","Male",40,"<=50K"
46,"Private","HS-grad",9,"Divorced","Blue-Collar","White","Male",40,"<=50K"
51,"Self-Employed","Some-college",10,"Married","White-Collar","Amer-Indian-Eskimo","Male",60,"<=50K"
19,"Private","Some-college",10,"Single","White-Collar","White","Female",15,"<=50K"
67,"Government","Doctorate",16,"Single","Professional","White","Female",50,">50K"
31,"Private","HS-grad",9,"Married","Blue-Collar","White","Male",40,"<=50K"
27,"Private","Bachelors",13,"Married","Sales","White","Male",50,">50K"
21,"Private","Some-college",10,"Single","Service","White","Female",40,"<=50K"
36,"Private","HS-grad",9,"Married","Blue-Collar","White","Male",50,"<=50K"
23,"Private","HS-grad",9,"Single","Blue-Collar","White","Female",16,"<=50K"
62,"Government","Masters",14,"Married","Professional","White","Female",40,">50K"
31,"Government","Bachelors",13,"Married","Service","Black","Male",50,">50K"
52,"Private","Bachelors",13,"Married","White-Collar","White","Male",40,">50K"
39,"Self-Employed","HS-grad",9,"Married","Blue-Collar","White","Male",40,"<=50K"
24,"Private","Bachelors",13,"Single","Professional","White","Male",30,"<=50K"
55,"Other/Unknown","HS-grad",9,"Single","Other/Unknown","White","Male",40,">50K"
38,"Private","HS-grad",9,"Married","Blue-Collar","White","Male",40,"<=50K"
36,"Private","HS-grad",9,"Married","White-Collar","White","Male",40,"<=50K"
17,"Private","11th",7,"Single","Sales","Black","Female",15,"<=50K"
27,"Private","HS-grad",9,"Married","Service","White","Female",40,"<=50K"
30,"Private","Some-college",10,"Divorced","Blue-Collar","Black","Male",40,"<=50K"
43,"Government","HS-grad",9,"Divorced","White-Collar","White","Female",40,"<=50K"
51,"Private","11th",7,"Divorced","Service","Black","Female",30,"<=50K"
47,"Private","Bachelors",13,"Widowed","Service","White","Female",35,">50K"
49,"Government","Doctorate",16,"Single","White-Collar","White","Female",50,">50K"
34,"Private","HS-grad",9,"Married","Blue-Collar","White","Male",48,">50K"
19,"Other/Unknown","HS-grad",9,"Single","Other/Unknown","White","Male",60,"<=50K"
79,"Government","Doctorate",16,"Widowed","White-Collar","White","Male",6,">50K"
28,"Government","Some-college",10,"Divorced","Service","White","Male",40,"<=50K"
41,"Self-Employed","Some-college",10,"Married","White-Collar","White","Male",50,"<=50K"
21,"Private","Some-college",10,"Married","Service","White","Male",50,"<=50K"
31,"Self-Employed","Bachelors",13,"Single","Service","White","Female",40,"<=50K"
45,"Private","HS-grad",9,"Married","White-Collar","White","Male",45,"<=50K"
23,"Self-Employed","HS-grad",9,"Single","Blue-Collar","White","Male",50,"<=50K"
32,"Private","Some-college",10,"Married","White-Collar","White","Male",50,"<=50K"
67,"Private","11th",7,"Married","Blue-Collar","White","Male",40,"<=50K"
32,"Private","Masters",14,"Married","White-Collar","White","Male",55,">50K"
35,"Self-Employed","HS-grad",9,"Married","Blue-Collar","White","Male",50,"<=50K"
29,"Private","Some-college",10,"Married","Professional","White","Male",40,"<=50K"
38,"Private","HS-grad",9,"Married","Blue-Collar","White","Male",40,"<=50K"
38,"Private","Some-college",10,"Married","Sales","White","Male",60,"<=50K"
18,"Private","HS-grad",9,"Single","Professional","White","Male",30,"<=50K"
47,"Private","HS-grad",9,"Married","Professional","White","Male",24,"<=50K"
22,"Private","HS-grad",9,"Single","White-Collar","White","Female",40,"<=50K"
21,"Private","Some-college",10,"Married","White-Collar","White","Male",48,"<=50K"
27,"Other/Unknown","Bachelors",13,"Married","Other/Unknown","White","Male",50,"<=50K"
28,"Private","Some-college",10,"Single","White-Collar","Asian-Pac-Islander","Female",30,"<=50K"
32,"Private","Prof-school",15,"Married","Sales","White","Male",40,"<=50K"
40,"Private","Prof-school",15,"Married","Professional","White","Male",55,">50K"
23,"Private","Bachelors",13,"Single","Blue-Collar","White","Female",40,"<=50K"
25,"Private","Some-college",10,"Married","Blue-Collar","White","Male",40,"<=50K"
44,"Self-Employed","Some-college",10,"Single","Sales","White","Male",60,"<=50K"
43,"Private","HS-grad",9,"Married","White-Collar","White","Female",25,">50K"
31,"Private","Bachelors",13,"Married","White-Collar","White","Male",55,">50K"
33,"Private","Some-college",10,"Married","Blue-Collar","White","Male",40,"<=50K"
41,"Private","HS-grad",9,"Married","White-Collar","White","Male",40,">50K"
29,"Self-Employed","Masters",14,"Married","Blue-Collar","White","Male",30,"<=50K"
32,"Other/Unknown","Assoc-acdm",12,"Single","Other/Unknown","White","Male",40,"<=50K"
78,"Private","7th-8th",4,"Married","Blue-Collar","White","Male",15,"<=50K"
64,"Self-Employed","HS-grad",9,"Married","White-Collar","White","Male",40,">50K"
58,"Private","Bachelors",13,"Married","White-Collar","White","Male",50,">50K"
55,"Other/Unknown","12th",8,"Widowed","Other/Unknown","White","Male",30,"<=50K"
20,"Private","HS-grad",9,"Single","White-Collar","White","Female",40,"<=50K"
35,"Private","Some-college",10,"Married","Sales","White","Male",40,"<=50K"
27,"Government","HS-grad",9,"Married","Blue-Collar","White","Male",40,"<=50K"
37,"Self-Employed","HS-grad",9,"Married","Sales","White","Male",50,">50K"
42,"Private","Assoc-voc",11,"Single","White-Collar","White","Female",40,"<=50K"
47,"Government","12th",8,"Married","White-Collar","White","Male",35,"<=50K"
29,"Private","HS-grad",9,"Single","Blue-Collar","Black","Female",40,"<=50K"
33,"Private","1st-4th",2,"Single","Sales","White","Female",24,"<=50K"
44,"Private","Some-college",10,"Widowed","White-Collar","Black","Female",40,"<=50K"
70,"Private","5th-6th",3,"Widowed","Service","White","Female",40,"<=50K"
25,"Private","HS-grad",9,"Single","Blue-Collar","White","Male",78,"<=50K"
24,"Government","Bachelors",13,"Single","White-Collar","White","Female",10,"<=50K"
42,"Government","Bachelors",13,"Divorced","White-Collar","Black","Female",40,"<=50K"
53,"Private","Bachelors",13,"Married","White-Collar","Black","Male",50,">50K"
39,"Private","Bachelors",13,"Divorced","White-Collar","Black","Female",60,"<=50K"
72,"Self-Employed","HS-grad",9,"Married","Blue-Collar","White","Male",40,"<=50K"
43,"Self-Employed","9th",5,"Single","Sales","White","Female",44,"<=50K"
25,"Government","Some-college",10,"Married","Service","White","Male",40,"<=50K"
37,"Private","Assoc-acdm",12,"Married","Professional","White","Male",45,">50K"
27,"Private","HS-grad",9,"Single","Blue-Collar","White","Female",40,"<=50K"
39,"Private","Doctorate",16,"Married","Professional","White","Male",50,">50K"
64,"Self-Employed","HS-grad",9,"Married","Blue-Collar","White","Male",24,"<=50K"
29,"Self-Employed","HS-grad",9,"Single","Blue-Collar","White","Male",50,">50K"
50,"Private","Bachelors",13,"Married","White-Collar","White","Male",50,">50K"
33,"Private","5th-6th",3,"Single","Service","White","Female",40,"<=50K"
18,"Private","HS-grad",9,"Single","Sales","White","Female",20,"<=50K"
20,"Private","11th",7,"Single","Blue-Collar","White","Male",32,"<=50K"
32,"Private","Some-college",10,"Separated","Service","White","Female",50,"<=50K"
45,"Private","Some-college",10,"Divorced","White-Collar","White","Female",40,"<=50K"
48,"Private","HS-grad",9,"Married","Blue-Collar","Black","Female",40,"<=50K"
20,"Other/Unknown","Some-college",10,"Single","Other/Unknown","White","Female",40,"<=50K"
23,"Private","HS-grad",9,"Single","Blue-Collar","White","Female",40,"<=50K"
34,"Government","Bachelors",13,"Married","Service","White","Male",48,">50K"
43,"Private","Bachelors",13,"Separated","White-Collar","White","Male",40,">50K"
44,"Private","Bachelors",13,"Married","Sales","Asian-Pac-Islander","Male",40,">50K"
47,"Self-Employed","Some-college",10,"Married","Service","Black","Male",40,">50K"
47,"Private","HS-grad",9,"Married","Blue-Collar","Black","Female",40,"<=50K"
46,"Government","1st-4th",2,"Single","Service","Amer-Indian-Eskimo","Female",20,"<=50K"
19,"Private","HS-grad",9,"Single","Sales","White","Female",40,"<=50K"
51,"Private","HS-grad",9,"Married","White-Collar","White","Male",40,"<=50K"
41,"Self-Employed","HS-grad",9,"Separated","White-Collar","White","Male",40,"<=50K"
37,"Private","11th",7,"Separated","Service","Black","Female",40,"<=50K"
31,"Private","HS-grad",9,"Single","Blue-Collar","White","Male",40,"<=50K"
25,"Private","HS-grad",9,"Single","Service","White","Male",40,"<=50K"
46,"Private","Some-college",10,"Married","Service","White","Male",40,">50K"
53,"Self-Employed","HS-grad",9,"Married","Blue-Collar","White","Male",45,">50K"
47,"Government","Doctorate",16,"Single","Professional","White","Female",40,"<=50K"
28,"Private","HS-grad",9,"Married","White-Collar","White","Male",50,">50K"
60,"Self-Employed","Some-college",10,"Married","Blue-Collar","White","Male",46,"<=50K"
43,"Private","HS-grad",9,"Married","Blue-Collar","White","Male",40,"<=50K"
45,"Self-Employed","HS-grad",9,"Married","Blue-Collar","White","Male",50,">50K"
28,"Private","10th",6,"Single","Blue-Collar","White","Male",40,"<=50K"
19,"Private","11th",7,"Single","Blue-Collar","White","Male",30,"<=50K"
51,"Self-Employed","Prof-school",15,"Married","Professional","Other","Male",70,">50K"
19,"Private","HS-grad",9,"Single","Blue-Collar","White","Male",35,"<=50K"
64,"Private","Doctorate",16,"Married","Professional","White","Male",60,">50K"
44,"Private","Doctorate",16,"Married","White-Collar","White","Male",60,">50K"
21,"Private","HS-grad",9,"Single","Blue-Collar","White","Male",48,"<=50K"
33,"Private","HS-grad",9,"Single","Professional","White","Male",40,"<=50K"
63,"Private","Bachelors",13,"Married","Service","Asian-Pac-Islander","Male",40,">50K"
44,"Other/Unknown","HS-grad",9,"Single","Other/Unknown","Black","Female",40,"<=50K"
44,"Government","Masters",14,"Married","Professional","White","Male",35,">50K"
28,"Government","HS-grad",9,"Single","White-Collar","White","Female",70,"<=50K"
24,"Private","Bachelors",13,"Single","Sales","White","Male",40,"<=50K"
20,"Government","Some-college",10,"Single","White-Collar","Black","Female",20,"<=50K"
21,"Other/Unknown","Some-college",10,"Single","Other/Unknown","White","Female",24,"<=50K"
20,"Private","HS-grad",9,"Single","Blue-Collar","White","Male",40,"<=50K"
21,"Private","HS-grad",9,"Single","Blue-Collar","Amer-Indian-Eskimo","Male",40,"<=50K"
34,"Government","Some-college",10,"Married","Blue-Collar","Black","Male",52,"<=50K"
17,"Private","11th",7,"Single","Sales","White","Female",15,"<=50K"
35,"Private","11th",7,"Separated","Service","Black","Female",40,"<=50K"
26,"Private","HS-grad",9,"Single","Blue-Collar","White","Male",40,"<=50K"
35,"Private","HS-grad",9,"Divorced","Blue-Collar","White","Male",70,"<=50K"
25,"Private","HS-grad",9,"Single","Blue-Collar","White","Male",40,"<=50K"
27,"Self-Employed","Some-college",10,"Married","Service","White","Male",40,"<=50K"
52,"Government","Assoc-voc",11,"Married","Service","White","Male",40,">50K"
43,"Self-Employed","Bachelors",13,"Single","Professional","White","Female",50,"<=50K"
36,"Private","Masters",14,"Married","Sales","White","Male",50,">50K"
